,class
ENSDART00000099616_ensembl:known_chromosome:GRCz10:8:24697036:24704980:1_gene:ENSDARG00000068792_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000166386_havana:known_chromosome:GRCz10:21:40500866:40504625:1_gene:ENSDARG00000099229_gene_biotype:sense_intronic_transcript_biotype:sense_intronic,1
ENSDART00000170721_havana:known_chromosome:GRCz10:7:44373571:44378272:1_gene:ENSDARG00000068432_gene_biotype:lincRNA_transcript_biotype:lincRNA,1
ENSDART00000053422_ensembl:known_chromosome:GRCz10:17:51851780:51983399:1_gene:ENSDARG00000036793_gene_biotype:lincRNA_transcript_biotype:lincRNA,1
ENSDART00000169841_ensembl:known_chromosome:GRCz10:3:6439777:6487074:1_gene:ENSDARG00000103806_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000170374_havana:known_chromosome:GRCz10:7:18469280:18478207:-1_gene:ENSDARG00000098379_gene_biotype:lincRNA_transcript_biotype:lincRNA,1
ENSDART00000158727_havana:known_chromosome:GRCz10:7:72426226:72493660:-1_gene:ENSDARG00000099109_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000163770_ensembl:known_chromosome:GRCz10:3:881756:895731:-1_gene:ENSDARG00000094448_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000129681_ensembl:known_chromosome:GRCz10:16:18690055:18695492:-1_gene:ENSDARG00000091775_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000170311_ensembl:known_chromosome:GRCz10:1:34600277:34603380:-1_gene:ENSDARG00000101520_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000077698_ensembl:known_chromosome:GRCz10:25:16075907:16078324:-1_gene:ENSDARG00000070685_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000172242_ensembl:known_chromosome:GRCz10:16:53691671:53695434:1_gene:ENSDARG00000097064_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000097452_ensembl:known_chromosome:GRCz10:5:48367665:48377418:-1_gene:ENSDARG00000052693_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000161422_havana:known_chromosome:GRCz10:7:8722016:8735549:-1_gene:ENSDARG00000100900_gene_biotype:lincRNA_transcript_biotype:lincRNA,1
ENSDART00000163004_ensembl:known_chromosome:GRCz10:16:50031060:50056007:1_gene:ENSDARG00000087519_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000056885_ensembl:known_chromosome:GRCz10:8:5256337:5323075:1_gene:ENSDARG00000038974_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000159523_havana:known_chromosome:GRCz10:11:6208714:6226865:1_gene:ENSDARG00000074519_gene_biotype:processed_transcript_transcript_biotype:antisense,1
ENSDART00000170813_ensembl:known_chromosome:GRCz10:5:41760406:41765787:1_gene:ENSDARG00000091918_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000125813_ensembl:known_chromosome:GRCz10:13:16130232:16146626:1_gene:ENSDARG00000057148_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000129651_ensembl:known_chromosome:GRCz10:22:12908513:12909940:-1_gene:ENSDARG00000088638_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000167237_havana:putative_chromosome:GRCz10:11:12872498:12888551:1_gene:ENSDARG00000099142_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000123488_ensembl:known_chromosome:GRCz10:1:25028824:25030873:1_gene:ENSDARG00000091184_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000171462_ensembl:known_chromosome:GRCz10:16:54851353:54865069:1_gene:ENSDARG00000099405_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000167529_ensembl:known_chromosome:GRCz10:11:42297459:42307060:1_gene:ENSDARG00000008473_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000136907_ensembl:known_chromosome:GRCz10:4:2100697:2103409:1_gene:ENSDARG00000093685_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000160523_ensembl:known_chromosome:GRCz10:7:72394911:72500883:-1_gene:ENSDARG00000099109_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000014205_ensembl:known_chromosome:GRCz10:3:2848118:2852142:-1_gene:ENSDARG00000052873_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000169716_havana:known_chromosome:GRCz10:20:4078271:4089227:1_gene:ENSDARG00000088444_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000169244_ensembl:known_chromosome:GRCz10:3:881756:895731:-1_gene:ENSDARG00000094448_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000021715_ensembl:known_chromosome:GRCz10:8:42910764:42978381:1_gene:ENSDARG00000017365_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000078708_ensembl:known_chromosome:GRCz10:5:27925056:27953754:-1_gene:ENSDARG00000056245_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000169510_ensembl:known_chromosome:GRCz10:3:781567:928718:-1_gene:ENSDARG00000094448_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000171228_ensembl:known_chromosome:GRCz10:16:31682465:31698687:-1_gene:ENSDARG00000103504_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000123228_ensembl:known_chromosome:GRCz10:15:34710482:34715756:1_gene:ENSDARG00000086971_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000165444_ensembl:known_chromosome:GRCz10:18:18686607:18687431:1_gene:ENSDARG00000092925_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000168448_havana:known_chromosome:GRCz10:14:40528757:40535760:1_gene:ENSDARG00000105163_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000121711_ensembl:known_chromosome:GRCz10:16:40396452:40404046:1_gene:ENSDARG00000090181_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000121757_ensembl:known_chromosome:GRCz10:18:18780616:18781440:1_gene:ENSDARG00000095679_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000160014_havana:known_chromosome:GRCz10:7:4024968:4037139:1_gene:ENSDARG00000104545_gene_biotype:lincRNA_transcript_biotype:lincRNA,1
ENSDART00000164811_havana:known_chromosome:GRCz10:5:63675448:63684969:1_gene:ENSDARG00000103165_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000092348_ensembl:known_chromosome:GRCz10:16:52039524:52090962:-1_gene:ENSDARG00000063300_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000169611_ensembl:known_chromosome:GRCz10:22:38819977:38821980:1_gene:ENSDARG00000094527_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000121951_ensembl:known_chromosome:GRCz10:23:37918259:37946532:1_gene:ENSDARG00000091015_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000080064_ensembl:known_chromosome:GRCz10:23:18942874:18944611:-1_gene:ENSDARG00000057403_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000129985_ensembl:known_chromosome:GRCz10:22:9753272:9761685:1_gene:ENSDARG00000087999_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000114497_ensembl:known_chromosome:GRCz10:5:34923256:34940827:-1_gene:ENSDARG00000079403_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000075430_ensembl:known_chromosome:GRCz10:22:35455330:35467696:-1_gene:ENSDARG00000053387_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000157607_ensembl:known_chromosome:GRCz10:5:20040896:20042151:1_gene:ENSDARG00000095509_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000074806_ensembl:known_chromosome:GRCz10:3:57565892:57570063:1_gene:ENSDARG00000078608_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000172215_ensembl_havana_transcript:known_chromosome:GRCz10:14:7434775:7437744:-1_gene:ENSDARG00000104472_gene_biotype:antisense_transcript_biotype:antisense,1
ENSDART00000127264_ensembl:known_chromosome:GRCz10:16:34603642:34611458:-1_gene:ENSDARG00000090097_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000112659_ensembl:known_chromosome:GRCz10:2:3152163:3180676:1_gene:ENSDARG00000075339_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000163994_ensembl:known_chromosome:GRCz10:3:2849190:2854282:-1_gene:ENSDARG00000052873_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000162348_ensembl:known_chromosome:GRCz10:4:55812649:55820967:-1_gene:ENSDARG00000098244_gene_biotype:antisense_transcript_biotype:antisense,1
ENSDART00000169937_havana:known_chromosome:GRCz10:3:1580758:1591503:-1_gene:ENSDARG00000104410_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000129531_ensembl:known_chromosome:GRCz10:23:37807266:37857985:1_gene:ENSDARG00000088187_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENSDART00000164170_ensembl:known_chromosome:GRCz10:24:31911771:31917712:1_gene:ENSDARG00000097235_gene_biotype:antisense_transcript_biotype:antisense,1
ENSDART00000123717_ensembl:known_chromosome:GRCz10:16:21989038:22003725:-1_gene:ENSDARG00000097470_gene_biotype:processed_transcript_transcript_biotype:processed_transcript,1
ENST00000622355.1_ENSG00000273637.1_OTTHUMG00000188957.1_OTTHUMT00000478332.1_RP5-864K19.7-001_RP5-864K19.7_2171_,1
ENST00000536543.4_ENSG00000274386.3_OTTHUMG00000188150.1_-_RP5-994D16.11-201_RP5-994D16.11_983_,1
ENST00000354921.6_ENSG00000254154.7_OTTHUMG00000035027.22_OTTHUMT00000084770.19_RP4-798P15.3-003_RP4-798P15.3_4998_,1
ENST00000505973.1_ENSG00000259080.1_OTTHUMG00000171804.1_OTTHUMT00000415181.1_RP11-158I13.2-001_RP11-158I13.2_1741_,1
ENST00000599501.4_ENSG00000228486.8_OTTHUMG00000153062.8_OTTHUMT00000461951.1_LINC01125-014_LINC01125_665_,1
ENST00000599435.4_ENSG00000228486.8_OTTHUMG00000153062.8_OTTHUMT00000461954.1_LINC01125-025_LINC01125_701_,1
ENST00000454928.4_ENSG00000186148.10_OTTHUMG00000153222.3_OTTHUMT00000330195.2_AC013271.3-002_AC013271.3_1959_,1
ENST00000488671.1_ENSG00000273471.1_OTTHUMG00000186050.1_OTTHUMT00000472131.1_RP13-1039J1.4-001_RP13-1039J1.4_1528_,1
ENST00000624790.1_ENSG00000280414.1_OTTHUMG00000187125.1_OTTHUMT00000474458.1_RP11-572N21.1-001_RP11-572N21.1_3129_,1
ENST00000543490.4_ENSG00000235118.6_OTTHUMG00000154723.2_-_AC010731.4-201_AC010731.4_1376_,1
ENST00000623215.1_ENSG00000279809.1_OTTHUMG00000059127.2_OTTHUMT00000131003.2_AC005538.3-002_AC005538.3_1864_,1
ENST00000567252.1_ENSG00000242120.3_OTTHUMG00000158801.2_OTTHUMT00000352248.2_RP11-231I13.2-001_RP11-231I13.2_778_,1
ENST00000473136.3_ENSG00000229729.5_OTTHUMG00000189407.1_OTTHUMT00000479603.1_RP11-159G9.5-001_RP11-159G9.5_1377_,1
ENST00000381217.2_ENSG00000205682.2_OTTHUMG00000160689.1_OTTHUMT00000361762.1_RP11-798L4.1-001_RP11-798L4.1_2079_,1
ENST00000511993.4_ENSG00000234828.6_OTTHUMG00000161394.1_OTTHUMT00000364766.1_RP11-526A4.1-001_RP11-526A4.1_2138_,1
ENST00000514853.2_ENSG00000230561.3_OTTHUMG00000163284.3_OTTHUMT00000372464.3_LINC01183-001_LINC01183_1044_,1
ENST00000520515.4_ENSG00000273345.4_OTTHUMG00000164185.1_OTTHUMT00000377693.1_CTD-2410N18.4-001_CTD-2410N18.4_1744_,1
ENST00000518409.1_ENSG00000273345.4_OTTHUMG00000164185.1_OTTHUMT00000377694.1_CTD-2410N18.4-002_CTD-2410N18.4_1082_,1
ENST00000622734.1_ENSG00000227678.6_OTTHUMG00000015555.4_OTTHUMT00000476062.1_RP11-73O6.3-005_RP11-73O6.3_908_,1
ENST00000573100.1_ENSG00000262543.1_OTTHUMG00000172823.1_OTTHUMT00000420712.1_RP3-422G23.4-001_RP3-422G23.4_855_,1
ENST00000612486.3_ENSG00000272446.4_OTTHUMG00000185399.2_OTTHUMT00000476075.1_RP1-225E12.3-004_RP1-225E12.3_941_,1
ENST00000616537.3_ENSG00000272446.4_OTTHUMG00000185399.2_OTTHUMT00000476076.1_RP1-225E12.3-002_RP1-225E12.3_1188_,1
ENST00000609590.1_ENSG00000272980.3_OTTHUMG00000185866.1_OTTHUMT00000471563.1_RP11-517H2.6-001_RP11-517H2.6_5310_,1
ENST00000422304.1_ENSG00000214783.8_OTTHUMG00000186388.2_OTTHUMT00000473061.1_POLR2J4-001_POLR2J4_974_,1
ENST00000579700.1_ENSG00000265479.4_OTTHUMG00000179528.2_OTTHUMT00000446924.1_DTX2P1-UPK3BP1-PMS2P11-002_DTX2P1-UPK3BP1-PMS2P11_1222_,1
ENST00000481893.1_ENSG00000272949.1_OTTHUMG00000186380.1_OTTHUMT00000473053.1_RP11-514P8.8-001_RP11-514P8.8_3569_,1
ENST00000427937.1_ENSG00000226490.1_OTTHUMG00000156281.1_OTTHUMT00000343730.1_AC138647.1-001_AC138647.1_648_,1
ENST00000421686.5_ENSG00000240240.7_OTTHUMG00000058636.6_OTTHUMT00000129789.5_RP11-146D12.2-001_RP11-146D12.2_1761_,1
ENST00000531661.1_ENSG00000254473.1_OTTHUMG00000166241.2_OTTHUMT00000388652.1_RP11-522I20.3-001_RP11-522I20.3_1017_,1
ENST00000527128.4_ENSG00000254876.4_OTTHUMG00000166998.1_OTTHUMT00000383514.2_RP11-23J9.5-002_RP11-23J9.5_1575_,1
ENST00000529787.2_ENSG00000255036.4_OTTHUMG00000166999.1_OTTHUMT00000392363.1_RP11-23J9.4-004_RP11-23J9.4_5586_,1
ENST00000619044.1_ENSG00000228623.3_OTTHUMG00000020514.1_-_ZNF883-201_ZNF883_2051_,1
ENST00000476274.5_ENSG00000257524.4_OTTHUMG00000169436.1_OTTHUMT00000404005.1_RP11-203J24.9-003_RP11-203J24.9_1071_,1
ENST00000415992.4_ENSG00000273066.4_OTTHUMG00000186354.1_OTTHUMT00000472993.1_RP11-216L13.19-001_RP11-216L13.19_4244_,1
ENST00000536039.2_ENSG00000232656.6_OTTHUMG00000017535.2_-_IDI2-AS1-201_IDI2-AS1_555_,1
ENST00000576178.5_ENSG00000264717.4_OTTHUMG00000188323.1_OTTHUMT00000476892.1_CH17-360D5.1-001_CH17-360D5.1_1956_,1
ENST00000613306.1_ENSG00000264717.4_OTTHUMG00000188323.1_OTTHUMT00000476893.1_CH17-360D5.1-002_CH17-360D5.1_1800_,1
ENST00000399449.3_ENSG00000242288.9_OTTHUMG00000185467.1_OTTHUMT00000048674.2_RP11-464F9.1-001_RP11-464F9.1_3810_,1
ENST00000433214.2_ENSG00000271880.1_OTTHUMG00000185463.1_OTTHUMT00000049192.3_AGAP11-001_AGAP11_3078_,1
ENST00000361558.7_ENSG00000198788.8_OTTHUMG00000156800.4_OTTHUMT00000345894.4_MUC2-001_MUC2_12667_,1
ENST00000600795.1_ENSG00000246174.6_OTTHUMG00000166595.1_-_KCTD21-AS1-201_KCTD21-AS1_1549_,1
ENST00000547717.1_ENSG00000257379.1_OTTHUMG00000170050.1_OTTHUMT00000407072.1_RP11-793H13.8-001_RP11-793H13.8_1571_,1
ENST00000550231.1_ENSG00000258210.1_OTTHUMG00000169522.1_OTTHUMT00000404601.1_RP11-478C19.2-001_RP11-478C19.2_946_,1
ENST00000563635.4_ENSG00000261553.4_OTTHUMG00000172802.1_OTTHUMT00000420532.1_RP11-29G8.3-001_RP11-29G8.3_4128_,1
ENST00000612156.1_ENSG00000278309.1_OTTHUMG00000187219.1_OTTHUMT00000474597.1_RP11-102K13.5-001_RP11-102K13.5_5963_,1
ENST00000565988.1_ENSG00000260669.2_OTTHUMG00000029324.4_OTTHUMT00000073143.3_AL136419.6-001_AL136419.6_2108_,1
ENST00000554436.1_ENSG00000258882.1_OTTHUMG00000171138.1_OTTHUMT00000411882.1_CTD-2277K2.1-002_CTD-2277K2.1_664_,1
ENST00000320746.5_ENSG00000259158.2_OTTHUMG00000171329.1_-_ADAM20P1-201_ADAM20P1_1947_,1
ENST00000558896.4_ENSG00000259176.4_OTTHUMG00000172277.2_OTTHUMT00000417625.1_RP11-69H14.6-001_RP11-69H14.6_2317_,1
ENST00000483208.4_ENSG00000258461.4_OTTHUMG00000171261.1_OTTHUMT00000412644.1_RP11-164J13.1-004_RP11-164J13.1_3182_,1
ENST00000549793.4_ENSG00000258461.4_OTTHUMG00000171261.1_OTTHUMT00000412645.1_RP11-164J13.1-001_RP11-164J13.1_3223_,1
ENST00000466369.4_ENSG00000258461.4_OTTHUMG00000171261.1_OTTHUMT00000412646.1_RP11-164J13.1-002_RP11-164J13.1_3501_,1
ENST00000495723.1_ENSG00000258461.4_OTTHUMG00000171261.1_OTTHUMT00000412647.1_RP11-164J13.1-003_RP11-164J13.1_3881_,1
ENST00000568310.1_ENSG00000261771.4_OTTHUMG00000172694.1_OTTHUMT00000419950.1_DYX1C1-CCPG1-002_DYX1C1-CCPG1_1293_,1
ENST00000488000.5_ENSG00000261606.4_OTTHUMG00000172966.2_OTTHUMT00000421539.1_RP11-414J4.2-001_RP11-414J4.2_4565_,1
ENST00000563803.1_ENSG00000260660.1_OTTHUMG00000172668.1_OTTHUMT00000419793.1_RP11-69H7.2-002_RP11-69H7.2_720_,1
ENST00000615374.3_ENSG00000261229.4_OTTHUMG00000176724.1_-_MTHFS-202_MTHFS_2196_,1
ENST00000611007.1_ENSG00000261229.4_OTTHUMG00000176724.1_-_MTHFS-201_MTHFS_2265_,1
ENST00000561140.1_ENSG00000173867.8_OTTHUMG00000185776.1_OTTHUMT00000471228.1_RP11-97O12.7-002_RP11-97O12.7_598_,1
ENST00000605794.4_ENSG00000270580.4_OTTHUMG00000168168.2_OTTHUMT00000398563.1_PKD1P6-001_PKD1P6_2902_,1
ENST00000611742.3_ENSG00000188477.11_OTTHUMG00000131457.4_-_AC003003.5-201_AC003003.5_2493_,1
ENST00000569969.4_ENSG00000261067.5_OTTHUMG00000176707.1_OTTHUMT00000433224.1_RP11-264B17.3-001_RP11-264B17.3_5296_,1
ENST00000354453.6_ENSG00000261067.5_OTTHUMG00000176707.1_-_RP11-264B17.3-201_RP11-264B17.3_1713_,1
ENST00000344620.9_ENSG00000260280.4_OTTHUMG00000176758.2_OTTHUMT00000433585.2_SLX1B-SULT1A4-001_SLX1B-SULT1A4_2424_,1
ENST00000564950.4_ENSG00000260280.4_OTTHUMG00000176758.2_OTTHUMT00000475165.1_SLX1B-SULT1A4-003_SLX1B-SULT1A4_2225_,1
ENST00000566056.1_ENSG00000261487.1_OTTHUMG00000132409.36_OTTHUMT00000433641.35_AC135048.13-002_AC135048.13_1318_,1
ENST00000530079.4_ENSG00000196696.11_OTTHUMG00000167593.2_OTTHUMT00000395259.1_PDXDC2P-002_PDXDC2P_2764_,1
ENST00000624752.1_ENSG00000279517.1_OTTHUMG00000185989.1_OTTHUMT00000471934.1_RP11-64J4.7-001_RP11-64J4.7_1461_,1
ENST00000628359.1_ENSG00000264772.4_OTTHUMG00000178274.1_-_RP11-186B7.4-201_RP11-186B7.4_1963_,1
ENST00000581621.1_ENSG00000264772.4_OTTHUMG00000178274.1_OTTHUMT00000441295.1_RP11-186B7.4-001_RP11-186B7.4_4554_,1
ENST00000591482.1_ENSG00000258924.4_OTTHUMG00000171814.3_OTTHUMT00000415202.3_CTB-96E2.3-001_CTB-96E2.3_1050_,1
ENST00000577423.2_ENSG00000280299.1_OTTHUMG00000189463.1_OTTHUMT00000479751.1_RP11-583F2.7-001_RP11-583F2.7_625_,1
ENST00000622931.1_ENSG00000280248.1_OTTHUMG00000177591.1_OTTHUMT00000437954.1_CTD-2047H16.3-001_CTD-2047H16.3_2161_,1
ENST00000579126.4_ENSG00000265257.4_OTTHUMG00000179147.1_OTTHUMT00000444985.1_RP11-21J18.1-001_RP11-21J18.1_914_,1
ENST00000617265.1_ENSG00000265766.2_OTTHUMG00000178700.1_-_CXADRP3-201_CXADRP3_600_,1
ENST00000583184.1_ENSG00000263917.1_OTTHUMG00000179703.1_OTTHUMT00000447730.1_RP11-53I6.2-001_RP11-53I6.2_565_,1
ENST00000612322.1_ENSG00000196589.5_OTTHUMG00000181972.1_-_CTB-25J19.1-201_CTB-25J19.1_774_,1
ENST00000586064.3_ENSG00000267629.3_OTTHUMG00000182219.3_OTTHUMT00000460115.3_AC138430.4-001_AC138430.4_5409_,1
ENST00000592806.1_ENSG00000272635.1_OTTHUMG00000180738.2_OTTHUMT00000452876.1_LLNLF-65H9.1-001_LLNLF-65H9.1_924_,1
ENST00000592640.4_ENSG00000225868.5_OTTHUMG00000048186.2_OTTHUMT00000109619.2_AC016582.2-001_AC016582.2_1716_,1
ENST00000576494.4_ENSG00000182310.11_OTTHUMG00000177373.3_OTTHUMT00000436557.1_SPACA6P-007_SPACA6P_495_,1
ENST00000616950.1_ENSG00000275210.1_OTTHUMG00000065356.2_OTTHUMT00000140230.2_AC008984.2-001_AC008984.2_1734_,1
ENST00000400864.3_ENSG00000215765.3_OTTHUMG00000065883.2_OTTHUMT00000442832.1_CTB-61M7.1-001_CTB-61M7.1_1294_,1
ENST00000585492.1_ENSG00000267149.2_OTTHUMG00000180477.2_OTTHUMT00000451467.2_CTC-550B14.6-001_CTC-550B14.6_1271_,1
ENST00000600123.4_ENSG00000268230.4_OTTHUMG00000183515.1_OTTHUMT00000466956.1_CTD-2619J13.8-002_CTD-2619J13.8_1765_,1
ENST00000599109.4_ENSG00000268230.4_OTTHUMG00000183515.1_OTTHUMT00000466957.1_CTD-2619J13.8-001_CTD-2619J13.8_3322_,1
ENST00000624951.1_ENSG00000278961.1_OTTHUMG00000189413.1_OTTHUMT00000479644.1_CH507-396I9.3-001_CH507-396I9.3_1050_,1
ENST00000612267.1_ENSG00000273840.1_OTTHUMG00000188252.1_OTTHUMT00000476770.1_AL078471.5-001_AL078471.5_3336_,1
ENST00000423580.2_ENSG00000273244.1_OTTHUMG00000172533.1_OTTHUMT00000418976.1_KB-7G2.8-001_KB-7G2.8_875_,1
ENST00000621561.3_ENSG00000206140.8_OTTHUMG00000150780.1_-_TMEM191C-203_TMEM191C_1337_,1
ENST00000449424.4_ENSG00000206140.8_OTTHUMG00000150780.1_OTTHUMT00000320053.1_TMEM191C-004_TMEM191C_2593_,1
ENST00000536718.2_ENSG00000206140.8_OTTHUMG00000150780.1_-_TMEM191C-201_TMEM191C_480_,1
ENST00000414786.5_ENSG00000251322.6_OTTHUMG00000150169.2_OTTHUMT00000316674.2_SHANK3-001_SHANK3_7394_,1
ENST00000445220.4_ENSG00000251322.6_OTTHUMG00000150169.2_-_SHANK3-202_SHANK3_5175_,1
ENST00000262795.5_ENSG00000251322.6_OTTHUMG00000150169.2_-_SHANK3-201_SHANK3_7091_,1
